35.3084032658,-80.743693453
35.3084029308,-80.7436910366
35.3084031319,-80.7436887936
35.3083999956,-80.7436875788
35.3083990711,-80.743686478
35.3083953345,-80.7436835099
35.30839712,-80.7436837201
35.3083949229,-80.743679569
35.3083970063,-80.7436788676
35.3083967864,-80.7436788227
35.3083976385,-80.7436782266
35.3083965791,-80.7436766278
35.3083976656,-80.7436768196
35.3083979451,-80.7436696479
35.3083985074,-80.7436663128
35.3083991443,-80.7436595469
35.3083990965,-80.7436572039
35.3083992996,-80.7436502545
35.3083984527,-80.7436484563
35.3084034781,-80.743641795
35.3084033251,-80.7436399206
35.3084073049,-80.7436347688
35.3084051801,-80.7436320001
35.308405502,-80.7436275713
35.3084039904,-80.7436247432
35.3084044727,-80.7436246414
35.308403859,-80.7436233615
35.3084034671,-80.7436150639
35.308403471,-80.7436107907
35.3084056983,-80.7436034875
35.3084062299,-80.7436002975
35.3084116521,-80.743597917
35.3084134804,-80.7435967923
35.3084095015,-80.7435885293
35.3084100035,-80.7435846029
35.3084113875,-80.743574916
35.3084130445,-80.7435702876
35.308410677,-80.743561068
35.3084103591,-80.7435561135
35.3084099255,-80.7435483552
35.3084103179,-80.7435449048
35.3084097708,-80.7435310993
35.3084100559,-80.7435246325
35.3084115932,-80.7435135928
35.3084107462,-80.7435080221
35.3084089935,-80.7434961315
35.3084077064,-80.7434908572
35.3084032339,-80.7434750059
35.3084001526,-80.7434681574
35.3084035026,-80.7434549558
35.3084036005,-80.7434492683
35.3084060997,-80.7434370071
35.3084043403,-80.7434326722
35.3084000378,-80.7434225271
35.308397159,-80.7434181711
35.3083985887,-80.7434053452
35.3083981102,-80.7434008703
35.3083986892,-80.7433902974
35.3083985312,-80.7433845447
35.3083949691,-80.7433746436
35.3083951107,-80.7433686782
35.3083974247,-80.7433571095
35.3084003706,-80.7433515754
35.3083999615,-80.7433460412
35.3084022414,-80.7433421479
35.3084023513,-80.7433327414
35.3084050629,-80.7433276499
35.3084027738,-80.7433202949
35.3084031548,-80.7433166445
35.3084025817,-80.7433103487
35.3084025566,-80.7433069829
35.3084053177,-80.7432959161
35.3084041182,-80.743292199
35.3084063016,-80.7432801987
35.3084045705,-80.7432762623
35.3084065282,-80.7432638098
35.3084047772,-80.7432602364
35.3084062338,-80.7432534395
35.3084044526,-80.7432507261
35.3084060283,-80.743240662
35.3084047338,-80.7432368767
35.3084036341,-80.7432307102
35.3084035004,-80.7432273525
35.3083997404,-80.7432182708
35.3083985869,-80.7432127595
35.3083967423,-80.74320661
35.3083972607,-80.7432028025
35.3083978326,-80.7432020601
35.3083981737,-80.7432000959
35.3083972614,-80.743197642
35.3083980221,-80.7431939982
35.3083956906,-80.7431903439
35.3083957271,-80.743186205
35.3083873754,-80.7431807085
35.3083846996,-80.7431772835
35.3083779277,-80.7431681631
35.3083756714,-80.7431641705
35.3083666999,-80.7431537664
35.3083635585,-80.7431482086
35.3083576835,-80.7431344952
35.3083553698,-80.7431303852
35.3083475717,-80.7431185332
35.3083445842,-80.7431141118
35.3083380969,-80.7431007699
35.3083358288,-80.7430967396
35.3083291412,-80.7430867622
35.3083272244,-80.7430829807
35.3083250708,-80.7430789645
35.3083237171,-80.7430752116
35.3083197308,-80.7430737833
35.3083178939,-80.743071284
35.308305998,-80.7430552719
35.30830286,-80.7430466004
35.3082907469,-80.7430344055
35.3082879155,-80.7430280192
35.3082795978,-80.7430220256
35.3082778975,-80.7430172732
35.3082714121,-80.7430096357
35.3082702151,-80.7430070175
35.3082646894,-80.7429918045
35.3082644083,-80.7429859182
35.3082602249,-80.7429706549
35.308258376,-80.7429637001
35.3082543883,-80.7429505399
35.3082527178,-80.7429453728
35.3082470886,-80.7429300127
35.3082447478,-80.7429229284
35.3082421722,-80.7429085172
35.3082408094,-80.7429032057
35.3082423232,-80.7428948997
35.3082410589,-80.7428918558
35.3082392275,-80.7428805611
35.3082370285,-80.7428774448
35.3082352945,-80.7428676087
35.3082334783,-80.7428633039
35.308228075,-80.7428539061
35.3082254128,-80.74284788
35.3082246389,-80.742844076
35.3082240467,-80.7428382716
35.3082205746,-80.7428320497
35.3082201445,-80.7428278035
35.30821565,-80.7428214507
35.3082154565,-80.7428160125
35.3082139568,-80.7428094149
35.3082148073,-80.7428051856
35.3082128965,-80.7428013494
35.3082148097,-80.7427972663
35.3082150583,-80.7427925936
35.3082152073,-80.7427889547
35.3082127883,-80.7427765389
35.3082121145,-80.7427723205
35.308205014,-80.7427632473
35.3082015499,-80.7427605639
35.308199215,-80.7427552596
35.3081971006,-80.7427531857
35.308191276,-80.7427474902
35.308188924,-80.7427453422
35.3081817275,-80.7427338841
35.3081797661,-80.742730187
35.3081734221,-80.7427195156
35.3081717436,-80.7427152445
35.3081667459,-80.7427091811
35.3081665495,-80.7427055297
35.3081592548,-80.7426966059
35.308158699,-80.7426917177
35.3081560316,-80.7426830805
35.3081560726,-80.7426777276
35.308149879,-80.7426653182
35.3081480901,-80.7426601448
35.3081457749,-80.7426538161
35.308143628,-80.7426499266
